Date,Longitude,Latitude,SST_Value,SST_Gradient,CHL_Concentration,CHL_Gradient,SSHA_Value,Days_To_Env_Data,Individual_ID,is_in_eddy,eddy_type,SST_Data_Source,CHL_Data_Source,SSHA_Data_Source,Thermal_Front_Strength,Productivity_Index,SSHA_Gradient,dist_to_eddy_center_km,Daily_Movement_km
2014-07-10,-90.905,28.054,31.03999900817871,0.0,0.14638559520244598,0.0,0.06308052390813827,0,45101,False,none,observed,observed,knn_spatial,0.0,-0.0576331569293803,0.06501268953084947,43.942367284918326,0.0
2014-07-11,-91.15092187,26.70778019,30.81999905904134,0.21999994913737098,0.12900572642683983,0.017379868775606155,0.12809321343898775,0,45101,False,none,interpolated,interpolated,knn_spatial,0.12289473392395736,-0.21923114479479403,0.030185637623071672,29.46622708113518,151.64924045491497
2014-07-12,-91.19431405,26.69305808,30.599999109903973,0.21999994913736742,0.11162585765123367,0.017379868775606155,0.12345179915428162,0,45101,False,none,interpolated,interpolated,observed,0.12265058885868926,-0.404248483693937,0.01122063368558883,27.10277500219419,4.610877546058425
2014-07-13,-91.43455141,26.71866168,30.3799991607666,0.21999994913737098,0.09424598887562752,0.017379868775606155,0.1505344808101654,0,45101,False,none,observed,interpolated,interpolated,0.11973330156307847,-0.6206426313556762,0.02708268165588379,17.042977416725822,24.03278223779716
2014-07-14,-91.66721037,26.87850168,30.57499885559082,0.19499969482421875,0.07686612010002136,0.017379868775606155,0.1776171624660492,0,45101,False,none,observed,interpolated,interpolated,0.1021028672054999,-0.881273658918304,0.02708268165588379,13.700415124187076,29.13983454113968
2014-07-15,-91.77600123,26.9982775,30.03999900817871,0.5349998474121094,0.05948625132441521,0.017379868775606155,0.20469984412193298,0,45101,False,none,observed,observed,interpolated,0.2736858784002683,-1.208999995154724,0.02708268165588379,12.855666560354313,17.137229169276452
2014-07-16,-91.78230749,26.97703761,29.97166570027669,0.06833330790201941,0.06619070673530753,0.006704455410892318,0.23178252577781677,0,45101,False,none,interpolated,interpolated,interpolated,0.035023084050082164,-1.0724540808416898,0.02708268165588379,12.959733249205549,2.4430315040782955
2014-07-17,-91.98808318,26.91863085,29.903332392374676,0.06833330790201586,0.07289516214619983,0.006704455410892304,0.25886520743370056,0,45101,False,none,interpolated,interpolated,observed,0.03461023285897641,-0.9490935427833143,0.04719338119029998,13.497561039893652,21.40576134222786
2014-07-18,-91.4822468,27.1560278,29.834999084472656,0.06833330790201941,0.07959961755709215,0.006704455410892318,0.3261692881584167,0,45101,False,none,interpolated,interpolated,interpolated,0.035140485904603815,-0.836594668025165,0.06730408072471619,2.464326379089772,56.6281656982759
2014-07-19,-91.12396945,27.21801619,29.766665776570637,0.06833330790201941,0.08630407296798445,0.006704455410892304,0.39347336888313295,0,45101,False,none,interpolated,interpolated,interpolated,0.0357825153599743,-0.7331985820536615,0.06730408072471622,1.9653226673791888,36.101358549999205
2014-07-20,-90.36064517,27.26480553,29.69833246866862,0.06833330790201586,0.09300852837887677,0.006704455410892318,0.46077744960784917,0,45101,False,none,interpolated,interpolated,interpolated,0.03691268155608968,-0.6375418264810635,0.06730408072471619,1.2181467936950023,75.64264774672002
2014-07-21,-89.65288769,27.34955055,29.6299991607666,0.06833330790201941,0.09971298378976909,0.006704455410892318,0.5280815303325653,0,45101,True,anticyclonic,observed,interpolated,interpolated,0.03641860401348865,-0.5485460517576233,0.06730408072471616,1.6624277001252747,70.56075108913407
2014-07-22,-89.25734269,27.52115176,29.75374937057495,0.12375020980834961,0.1064174392006614,0.006704455410892318,0.5953856110572815,0,45101,True,anticyclonic,interpolated,interpolated,observed,0.06328059956384559,-0.4653436796550271,0.0012679278850555309,1.0,43.44988053322393
2014-07-23,-88.70203633,27.6354549,29.8774995803833,0.12375020980834961,0.11312189461155371,0.006704455410892304,0.5306173861026764,0,45101,True,anticyclonic,interpolated,interpolated,interpolated,0.06036699233527454,-0.38722631805758495,-0.0647682249546051,1.0,56.18779677494178
2014-07-24,-88.37979903,27.65720727,30.00124979019165,0.12375020980834961,0.11982635002244602,0.006704455410892304,0.4658491611480713,0,45101,True,anticyclonic,interpolated,interpolated,interpolated,0.05891066125523257,-0.31360805143086534,-0.0647682249546051,1.4674181757246856,31.832279286293346
2014-07-25,-88.459974,27.58108209,30.125,0.12375020980834961,0.12653080543333833,0.006704455410892318,0.4010809361934662,0,45101,False,none,observed,interpolated,interpolated,0.05986816299920103,-0.2439987388142645,-0.0647682249546051,1.8517307545180655,11.577934364541088
2014-07-26,-88.22888106,27.6939221,30.764999389648438,0.6399993896484375,0.13323526084423065,0.006704455410892318,0.3363127112388611,0,45101,False,none,observed,observed,interpolated,0.29990413772695734,-0.17798421409383605,-0.0647682249546051,3.744212704712155,25.993289759119808
2014-07-27,-88.17547349,27.67963752,31.3799991607666,0.6149997711181641,0.10233136266469955,0.030903898179531097,0.271544486284256,0,45101,False,none,observed,observed,observed,0.2876235563452338,-0.5154046329315776,-0.03995623886585237,7.676790861062139,5.493327509160377
2014-07-28,-88.12336008,27.69861157,31.186665852864582,0.1933333079020194,0.08353820443153381,0.01879315823316574,0.25640023350715635,0,45101,False,none,interpolated,observed,interpolated,0.08984205900179253,-0.7748456380237212,-0.015144252777099604,10.068287271983522,5.547969073535004
2014-07-29,-88.24401494,27.65816549,30.993332544962566,0.19333330790201586,0.09512476921081543,0.011586564779281619,0.24125598073005677,0,45101,False,none,interpolated,interpolated,interpolated,0.09113622347356029,-0.6087758964877976,-0.015144252777099604,7.2329697433263,12.70370750943648
2014-07-30,-88.14502162,27.68889683,30.799999237060547,0.1933333079020194,0.10671133399009705,0.011586564779281619,0.22611172795295714,0,45101,False,none,observed,interpolated,interpolated,0.09010338302969695,-0.46181744428368965,-0.015144252777099618,9.049191738392834,10.329955563696654
2014-07-31,-88.02510471,27.78551247,30.426665623982746,0.37333361307780066,0.11829789876937866,0.011586564779281605,0.21096747517585754,0,45101,False,none,interpolated,interpolated,interpolated,0.17023848050417817,-0.33002209501828716,-0.015144252777099604,8.921963473245258,15.959371408780763
2014-08-01,-88.0321817,27.69172715,30.05333201090495,0.3733336130777971,0.1298844635486603,0.011586564779281633,0.19582322239875793,0,45101,False,none,interpolated,interpolated,observed,0.1724636150869186,-0.2105513993572591,-0.014851570129394531,11.319622162942204,10.451684428174856
2014-08-02,-87.4456835,28.30788126,29.67999839782715,0.37333361307780066,0.1414710283279419,0.011586564779281605,0.18126433491706848,0,45101,True,anticyclonic,observed,observed,interpolated,0.15207336331919932,-0.10129614996928901,-0.014558887481689459,13.706001102215994,89.4968767729363
2014-08-03,-86.98206824,28.79521494,29.994998613993328,0.31500021616617957,0.3090191682179769,0.16754813989003503,0.16670544743537902,0,45101,True,anticyclonic,interpolated,interpolated,interpolated,0.11614884854105033,0.8976811986267242,-0.014558887481689445,13.360539675860798,70.61809504671706
2014-08-04,-86.86324266,29.26967399,30.309998830159504,0.315000216166176,0.4765673081080119,0.16754813989003497,0.1521465599536896,0,45101,False,none,interpolated,interpolated,interpolated,0.10793125184727423,1.4515772671372025,-0.014558887481689445,9.673133558061531,54.00747423739208
2014-08-05,-86.60598556,29.78177559,30.624999046325684,0.31500021616617957,0.6441154479980469,0.16754813989003497,0.13758767247200013,0,45101,False,none,interpolated,interpolated,interpolated,0.09872218481628643,1.8367796565449708,-0.014558887481689459,27.02343719509282,62.14547344635697
2014-08-06,-86.95816138,29.31235575,30.939999262491863,0.31500021616617957,0.8116635878880819,0.16754813989003503,0.12302878499031067,0,45101,False,none,interpolated,interpolated,observed,0.1079894159832919,2.1324021744121957,-0.0005001083016395597,42.10339839060622,62.33067645049437
2014-08-07,-86.6453797,29.08578622,31.25499947865804,0.315000216166176,0.9792117277781169,0.16754813989003503,0.136587455868721,0,45101,False,none,interpolated,interpolated,interpolated,0.1089677710437459,2.3723467866330066,0.01355867087841034,31.426526801193997,39.45186820976497
2014-08-08,-86.69186252,28.94161771,31.56999969482422,0.31500021616617957,1.1467598676681519,0.16754813989003492,0.15014612674713135,0,45101,False,none,observed,observed,interpolated,0.11147292645359883,2.5742989958154676,0.01355867087841034,16.99094857683211,16.655846195247825
2014-08-09,-86.77151006,28.76775632,31.274999618530273,0.2950000762939453,1.3968332886695862,0.25007342100143437,0.1637047976255417,0,45101,False,none,observed,interpolated,interpolated,0.10746982402916413,2.8265250873472434,0.01355867087841034,11.577004351363202,20.830610685443833
2014-08-10,-86.51935507,28.27833741,31.03642817905971,0.23857143947056514,1.6469067096710206,0.25007342100143437,0.17726346850395203,0,45101,False,none,interpolated,interpolated,interpolated,0.09062936825618964,3.037099240488055,0.01355867087841034,12.59116801909064,59.73709390904499
2014-08-11,-86.59863526,28.22055149,30.797856739589147,0.23857143947056159,1.8969801306724547,0.25007342100143415,0.19082213938236237,0,45101,False,none,interpolated,interpolated,observed,0.09187495825245601,3.21784792246349,0.007602708041667933,12.887510046404886,10.079251135580854
2014-08-12,-86.69973472,28.25320244,30.55928530011858,0.23857143947056514,2.1470535516738893,0.2500734210014346,0.1924688845872879,0,45101,False,none,interpolated,interpolated,interpolated,0.09228181449033675,3.37618124909783,0.0016467452049255399,9.873341337549359,10.548459541311837
2014-08-13,-86.66471034,28.26381606,30.32071386064802,0.23857143947056159,2.3971269726753235,0.25007342100143415,0.19411562979221345,0,45101,False,none,interpolated,interpolated,interpolated,0.09189503448676814,3.5170504519505306,0.0016467452049255399,9.606974490881358,3.627721683663819
2014-08-14,-86.64109324,28.21592523,30.082142421177455,0.23857143947056514,2.6472003936767576,0.25007342100143415,0.19576237499713897,0,45101,False,none,interpolated,interpolated,interpolated,0.09225351756913155,3.6439282296466793,0.0016467452049255399,6.400390855885379,5.806061708318535
2014-08-15,-86.66617161,28.33088712,29.843570981706893,0.23857143947056159,2.897273814678192,0.25007342100143415,0.19740912020206453,0,45101,False,none,interpolated,interpolated,interpolated,0.09114856888500943,3.7593445068123286,0.0016467452049255399,10.926399587001239,13.016954784959323
2014-08-16,-86.57741022,28.61194993,29.604999542236328,0.23857143947056514,3.1473472356796264,0.2500734210014346,0.19905586540699005,0,45101,False,none,observed,interpolated,observed,0.08735668564834352,3.865199553705173,-0.012765110284090053,9.997767022592567,32.43469657020926
2014-08-17,-86.59985494,28.83762154,30.029998779296875,0.4249992370605469,3.3974206566810605,0.25007342100143415,0.17187889963388442,0,45101,False,none,observed,interpolated,interpolated,0.15141826972781228,3.962957020050368,-0.02717696577310562,11.87228318374129,25.188800167137366
2014-08-18,-86.94442197,29.09501428,30.719999313354492,0.6900005340576172,3.647494077682495,0.2500734210014346,0.14470193386077881,0,45101,False,none,observed,observed,interpolated,0.2435778474407022,4.0537682328702696,-0.02717696577310562,33.74308557513626,44.07736108519408
2014-08-19,-87.20010068,29.21886693,30.42999839782715,0.29000091552734375,2.5619572699069977,1.0855368077754974,0.11752496808767318,0,45101,False,none,observed,interpolated,interpolated,0.10237801950135872,3.6020782015752837,-0.027176965773105626,37.927715878697576,28.391517821828632
2014-08-20,-87.27553644,29.31193503,30.98499870300293,0.5550003051757812,1.4764204621315002,1.0855368077754974,0.09034800231456756,0,45101,False,none,interpolated,interpolated,interpolated,0.19428351865568905,2.8973759594988624,-0.02717696577310562,40.91932824330966,12.674414533108422
2014-08-21,-87.33079853,29.49443452,31.53999900817871,0.5550003051757812,0.3908836543560028,1.0855368077754974,0.06317103654146194,0,45101,True,cyclonic,observed,observed,observed,0.1898591500738369,1.1981602483140643,-0.007023589313030244,33.10331850093347,20.98724783866998
2014-08-22,-87.40687222,29.53128072,31.32499885559082,0.21500015258789062,0.258507639169693,0.13237601518630981,0.07630082368850707,0,45101,True,cyclonic,observed,observed,interpolated,0.07348692764680771,0.6694796406781748,0.013129787147045137,55.23816959198206,8.42476608459468
2014-08-23,-87.52693964,29.37526598,31.125,0.1999988555908203,0.3340197205543518,0.07551208138465881,0.08943061083555222,0,45101,True,cyclonic,observed,interpolated,interpolated,0.07044716094924344,0.9971519213325655,0.013129787147045137,34.10145151165807,20.883103642680908
